row_index,active,max_z,max_run_sec,auc,mean_over_baseline,prominence,n_peaks
0,0,2.6804457007350084,1.0,22.6783480411,0.6388794565117119,2.982126936,9.0
1,0,2.1729742810419657,0.0,23.204731918999997,0.6415759915945947,2.178561263,12.0
2,0,2.8085064080016093,1.0,28.176705875999996,0.802198892027027,1.739144982,13.0
3,0,2.5003382681144197,1.0,5.266675536000003,0.15225501081981987,1.414007637,6.0
4,0,3.6107233001972094,1.0,9.115026468499998,0.24104661939639646,2.538319759,13.0
5,0,2.1920844022154493,0.0,40.542762858,1.1543264665945947,4.367325442,10.0
6,0,2.630922825993041,1.0,30.751159513500006,0.8703558138918919,1.649007325,10.0
7,0,2.2068130173381757,0.0,-8.997306036999998,-0.2587989846846846,1.682915027,9.0
8,0,3.4539398945399578,1.0,41.5359821615,1.1615332127297298,5.126607002,10.0
9,0,2.8163932847785036,1.0,2.113057485999997,0.08777747685585574,2.19211665,11.0
10,0,3.1502022951403097,1.0,4.606891693999998,0.14209967144144137,1.9203709359999999,10.0
11,0,3.6818860324528955,2.0,9.552461651000003,0.25817463921621614,2.026010471,9.0
12,0,2.001438860951205,0.0,41.054870628500005,1.151852318810811,2.231934954,9.0
13,0,3.003825783820954,1.0,3.2231015125,0.08126286243243241,2.167950388,12.0
14,0,2.463497367706763,0.0,21.174461855000004,0.5763654553513514,2.107402702,10.0
15,0,2.8480818985034575,1.0,-25.817248117000013,-0.7055478081801805,1.006142655,4.0
16,0,3.625475187899037,1.0,-17.218940544,-0.46234463687387395,3.01041302,11.0
17,0,3.5278266545870074,1.0,24.827563678,0.669856495864865,3.916035419,9.0
18,0,2.74570385700626,1.0,5.9968817624999975,0.184910671027027,2.612294832,8.0
19,0,2.718787201669058,1.0,21.532026657500005,0.6128241483063063,2.401383505,12.0
20,0,3.9463147446784714,1.0,-13.793130637500003,-0.3829949794324324,2.598818532,10.0
21,0,2.8809648275616646,1.0,5.882408582499999,0.16002441570270265,2.378938012,7.0
22,0,2.589461815387951,1.0,2.248780845500001,0.07042327588288294,1.897326966,7.0
23,0,2.6699089393821014,1.0,34.585570524999994,0.9727952709189188,1.887558187,5.0
24,0,2.8702597888470276,1.0,1.2275294970000008,0.037264038324324324,1.8863554529999997,10.0
25,0,1.9882323437473097,0.0,1.3799406005000006,0.03660529066666666,1.334087949,12.0
